High,Low,Open,Close,Volume,Adj Close,timestamp
1.6174999475479126,1.5175000429153442,1.534999966621399,1.5774999856948853,17814400.0,1.5774999856948853,2020-01-02
1.5625,1.4600000381469727,1.5525000095367432,1.4700000286102295,14175600.0,1.4700000286102295,2020-01-03
1.4774999618530273,1.399999976158142,1.4500000476837158,1.462499976158142,13579200.0,1.462499976158142,2020-01-06
1.4574999809265137,1.3600000143051147,1.4424999952316284,1.3799999952316284,20912000.0,1.3799999952316284,2020-01-07
1.462499976158142,1.3524999618530273,1.372499942779541,1.4299999475479126,22517600.0,1.4299999475479126,2020-01-08
1.4550000429153442,1.3700000047683716,1.4550000429153442,1.3875000476837158,10572000.0,1.3875000476837158,2020-01-09
1.399999976158142,1.3450000286102295,1.3899999856948853,1.3574999570846558,11125600.0,1.3574999570846558,2020-01-10
1.402500033378601,1.3324999809265137,1.3574999570846558,1.3574999570846558,14500800.0,1.3574999570846558,2020-01-13
1.25,1.1325000524520874,1.1950000524520874,1.1775000095367432,50247600.0,1.1775000095367432,2020-01-14
1.1825000047683716,1.1375000476837158,1.1649999618530273,1.152500033378601,19924400.0,1.152500033378601,2020-01-15
1.1775000095367432,1.1299999952316284,1.152500033378601,1.1549999713897705,17148400.0,1.1549999713897705,2020-01-16
1.1875,1.127500057220459,1.1449999809265137,1.1875,16078000.0,1.1875,2020-01-17
1.1875,1.1375000476837158,1.1875,1.1475000381469727,14128400.0,1.1475000381469727,2020-01-21
1.159999966621399,1.1150000095367432,1.1375000476837158,1.1399999856948853,10510000.0,1.1399999856948853,2020-01-22
1.159999966621399,1.1150000095367432,1.1375000476837158,1.1549999713897705,7520800.0,1.1549999713897705,2020-01-23
1.159999966621399,1.0625,1.159999966621399,1.0800000429153442,16654400.0,1.0800000429153442,2020-01-24
1.087499976158142,1.0399999618530273,1.0499999523162842,1.0700000524520874,8490000.0,1.0700000524520874,2020-01-27
1.0750000476837158,1.0449999570846558,1.0750000476837158,1.0525000095367432,8579600.0,1.0525000095367432,2020-01-28
1.0800000429153442,1.0325000286102295,1.0549999475479126,1.0325000286102295,6210400.0,1.0325000286102295,2020-01-29
1.0299999713897705,0.9700000286102295,1.024999976158142,0.9825000166893005,12026000.0,0.9825000166893005,2020-01-30
0.9850000143051147,0.9574999809265137,0.9775000214576721,0.9599999785423279,11566800.0,0.9599999785423279,2020-01-31
0.9950000047683716,0.9624999761581421,0.9700000286102295,0.987500011920929,8102400.0,0.987500011920929,2020-02-03
1.0625,0.9925000071525574,1.0075000524520874,1.0175000429153442,14252400.0,1.0175000429153442,2020-02-04
1.1024999618530273,1.034999966621399,1.037500023841858,1.0449999570846558,10566800.0,1.0449999570846558,2020-02-05
1.0750000476837158,1.034999966621399,1.0499999523162842,1.034999966621399,6041200.0,1.034999966621399,2020-02-06
1.0325000286102295,0.9424999952316284,1.027500033378601,0.9524999856948853,10969200.0,0.9524999856948853,2020-02-07
1.024999976158142,0.9350000023841858,0.9624999761581421,0.9850000143051147,11108000.0,0.9850000143051147,2020-02-10
1.059999942779541,0.987500011920929,0.9950000047683716,1.0049999952316284,13660000.0,1.0049999952316284,2020-02-11
1.127500057220459,1.0175000429153442,1.0325000286102295,1.0475000143051147,19282400.0,1.0475000143051147,2020-02-12
1.065000057220459,1.0175000429153442,1.0299999713897705,1.027500033378601,8326800.0,1.027500033378601,2020-02-13
1.0475000143051147,1.0049999952316284,1.027500033378601,1.0049999952316284,6330800.0,1.0049999952316284,2020-02-14
1.0199999809265137,0.9900000095367432,1.002500057220459,1.0149999856948853,5870400.0,1.0149999856948853,2020-02-18
1.0674999952316284,0.9800000190734863,1.0149999856948853,1.037500023841858,10372400.0,1.037500023841858,2020-02-19
1.0750000476837158,1.027500033378601,1.0399999618530273,1.034999966621399,6249200.0,1.034999966621399,2020-02-20
1.0449999570846558,0.9975000023841858,1.0299999713897705,1.0099999904632568,6782800.0,1.0099999904632568,2020-02-21
0.9825000166893005,0.925000011920929,0.9750000238418579,0.925000011920929,14265200.0,0.925000011920929,2020-02-24
0.9474999904632568,0.887499988079071,0.9424999952316284,0.8899999856948853,17791600.0,0.8899999856948853,2020-02-25
0.9049999713897705,0.8399999737739563,0.8949999809265137,0.8475000262260437,18899200.0,0.8475000262260437,2020-02-26
0.9075000286102295,0.7950000166893005,0.8075000047683716,0.8675000071525574,15518000.0,0.8675000071525574,2020-02-27
0.9300000071525574,0.8349999785423279,0.8349999785423279,0.8999999761581421,18768800.0,0.8999999761581421,2020-02-28
0.9624999761581421,0.8475000262260437,0.8999999761581421,0.9574999809265137,12833600.0,0.9574999809265137,2020-03-02
0.9725000262260437,0.875,0.9700000286102295,0.9075000286102295,17130000.0,0.9075000286102295,2020-03-03
0.9574999809265137,0.8650000095367432,0.9275000095367432,0.9424999952316284,17030400.0,0.9424999952316284,2020-03-04
0.9975000023841858,0.8974999785423279,0.925000011920929,0.9900000095367432,14397600.0,0.9900000095367432,2020-03-05
1.0175000429153442,0.9399999976158142,0.9599999785423279,0.9800000190734863,8387200.0,0.9800000190734863,2020-03-06
0.9925000071525574,0.875,0.8974999785423279,0.925000011920929,10928000.0,0.925000011920929,2020-03-09
1.065000057220459,0.949999988079071,0.9850000143051147,1.0575000047683716,19452800.0,1.0575000047683716,2020-03-10
1.0625,1.0,1.034999966621399,1.034999966621399,17656400.0,1.034999966621399,2020-03-11
1.0099999904632568,0.8700000047683716,0.925000011920929,0.9950000047683716,20493600.0,0.9950000047683716,2020-03-12
1.162500023841858,0.9624999761581421,1.0325000286102295,1.1475000381469727,23148800.0,1.1475000381469727,2020-03-13
1.1425000429153442,0.9750000238418579,0.9825000166893005,1.0924999713897705,19466800.0,1.0924999713897705,2020-03-16
1.162500023841858,1.027500033378601,1.100000023841858,1.0575000047683716,14248800.0,1.0575000047683716,2020-03-17
1.0625,0.875,1.024999976158142,0.9424999952316284,14606800.0,0.9424999952316284,2020-03-18
1.0499999523162842,0.887499988079071,0.9275000095367432,1.0475000143051147,20158000.0,1.0475000143051147,2020-03-19
1.0199999809265137,0.9125000238418579,1.0199999809265137,0.9399999976158142,30888800.0,0.9399999976158142,2020-03-20
0.9649999737739563,0.875,0.8949999809265137,0.9524999856948853,24039200.0,0.9524999856948853,2020-03-23
1.0525000095367432,0.9725000262260437,0.987500011920929,1.0399999618530273,27222400.0,1.0399999618530273,2020-03-24
1.122499942779541,1.0099999904632568,1.037500023841858,1.0425000190734863,14368400.0,1.0425000190734863,2020-03-25
1.1775000095367432,1.059999942779541,1.059999942779541,1.1024999618530273,24742800.0,1.1024999618530273,2020-03-26
1.2725000381469727,1.037500023841858,1.2350000143051147,1.0549999475479126,28099200.0,1.0549999475479126,2020-03-27
1.0674999952316284,0.9125000238418579,1.0549999475479126,0.9125000238418579,13402400.0,0.9125000238418579,2020-03-30
0.949999988079071,0.875,0.9075000286102295,0.875,9203600.0,0.875,2020-03-31
0.8725000023841858,0.7799999713897705,0.862500011920929,0.8125,18274800.0,0.8125,2020-04-01
0.8374999761581421,0.7124999761581421,0.8149999976158142,0.7124999761581421,16257200.0,0.7124999761581421,2020-04-02
0.7350000143051147,0.6424999833106995,0.7124999761581421,0.699999988079071,15321600.0,0.699999988079071,2020-04-03
0.800000011920929,0.7074999809265137,0.7149999737739563,0.7724999785423279,13362000.0,0.7724999785423279,2020-04-06
0.8600000143051147,0.7749999761581421,0.8475000262260437,0.8174999952316284,11347600.0,0.8174999952316284,2020-04-07
0.9175000190734863,0.800000011920929,0.8075000047683716,0.8525000214576721,11538000.0,0.8525000214576721,2020-04-08
1.0625,0.8725000023841858,0.8999999761581421,0.9725000262260437,23634400.0,0.9725000262260437,2020-04-09
1.190000057220459,1.0399999618530273,1.0625,1.184999942779541,27378000.0,1.184999942779541,2020-04-13
1.6174999475479126,1.284999966621399,1.3025000095367432,1.4874999523162842,54026400.0,1.4874999523162842,2020-04-14
1.4175000190734863,1.225000023841858,1.4149999618530273,1.3174999952316284,29999600.0,1.3174999952316284,2020-04-15
1.3600000143051147,1.2200000286102295,1.2799999713897705,1.2575000524520874,13487600.0,1.2575000524520874,2020-04-16
1.3200000524520874,1.1074999570846558,1.3049999475479126,1.2200000286102295,22612800.0,1.2200000286102295,2020-04-17
1.475000023841858,1.1950000524520874,1.212499976158142,1.402500033378601,24340000.0,1.402500033378601,2020-04-20
1.3250000476837158,1.190000057220459,1.3075000047683716,1.1950000524520874,16568400.0,1.1950000524520874,2020-04-21
1.2925000190734863,1.2074999809265137,1.284999966621399,1.222499966621399,10711200.0,1.222499966621399,2020-04-22
1.222499966621399,1.1449999809265137,1.1875,1.1749999523162842,9063600.0,1.1749999523162842,2020-04-23
1.212499976158142,1.1649999618530273,1.1950000524520874,1.1924999952316284,8944800.0,1.1924999952316284,2020-04-24
1.497499942779541,1.2024999856948853,1.212499976158142,1.4550000429153442,29100400.0,1.4550000429153442,2020-04-27
1.5099999904632568,1.2649999856948853,1.4800000190734863,1.409999966621399,20800800.0,1.409999966621399,2020-04-28
